State,District,Population,Males,Females,Growth from1991 to 2001.,Number.of.households,Household.size..per.household.,Sex ratio of females per 1000 males,Sex ratio for age 0-6 years,Percentage.to.total.population..ST.,Religion1.Name,Religion1.Population,Religion2.Name,Religion2.Population,Religion3.Name,Religion3.Population,Population literacy,Male Literacy,Female Literacy,Population Literacy Rate,Male Literacy Rate,Female Literacy Rate,Total People Educated,Data.without.level,Below Primary School,Primary School,Middle School,Population completed 10th Grade,Population Graduates,Age from 0-4 years,Age from 5-14 years,Age from 15-59 years,Age 60 and above,Total Workers,Main.workers,Marginal.workers,Non.workers,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity Power Supply,Primary school,Middle schools,Secondary Senior schools,PermanentHouse,Semi permanent House,Temporary House
Rajasthan,"District Rajsamand * (25), Rajasthan (08)",987024,493459,493565,19.88,193744,5,1000,936,13.09,Hindus,939811,Muslims,25619,Others,20048,449046,296250,152796,55.65,73.99,37.59,449046,20976,162210,127994,63856,57865,16145,122257,251541,528460,84766,401858,275912,125946,585166,973,973,973,947,870,307,105,84.7,13.6,1.7
Rajasthan,"District Udaipur (26), Rajasthan (08)",2633312,1336004,1297308,27.37,507829,5,971,948,47.86,Hindus,2449773,Muslims,88262,Others,83699,1255399,797694,457705,58.62,73.62,43.26,1255399,108696,419447,293270,166985,181056,85944,335536,674594,1431976,191206,1100880,724120,376760,1532432,2339,2337,2331,1647,2030,664,235,47.6,46.8,5.5
Rajasthan,"District Dungarpur (27), Rajasthan (08)",1107643,547791,559852,26.58,202701,5,1022,954,65.14,Hindus,1068319,Muslims,23549,Others,12542,425440,283512,141928,48.57,66.04,31.77,425440,25087,147952,118641,64365,53631,15761,163491,285435,542024,116693,531376,272283,259093,576267,854,853,853,723,819,335,113,25.9,70.2,3.9
Rajasthan,"District Banswara (28), Rajasthan (08)",1501589,760686,740903,29.84,261613,6,974,964,72.27,Hindus,1425287,Muslims,39079,Others,18406,529481,362829,166652,44.63,60.45,28.43,529481,42579,182922,134908,79162,67938,21972,219593,405216,745421,131359,709412,529393,180019,792177,1476,1476,1473,853,1348,444,129,24.3,68,7.7
Rajasthan,"District Chittaurgarh (29), Rajasthan (08)",1803524,918063,885461,21.46,356833,5,964,929,21.53,Hindus,1666452,Muslims,98426,Others,35026,807105,539465,267640,54.09,71.3,36.39,807105,28268,288374,227075,118142,106971,38274,211036,437734,1012725,142029,930339,749689,180650,873185,2201,2201,2200,1948,1777,527,152,53.4,44.1,2.5
Rajasthan,"District Kota (30), Rajasthan (08)",1568525,827128,741397,28.52,280883,6,896,911,9.69,Hindus,1344633,Muslims,183716,Others,23259,968781,593065,375716,73.53,85.23,60.43,968781,35148,252606,240399,164047,194898,81681,168079,398729,899961,101756,541362,420734,120628,1027163,812,811,810,736,715,223,78,69.5,26.8,3.7
Rajasthan,"District Baran * (31), Rajasthan (08)",1021653,535137,486516,26.19,170824,6,909,918,21.23,Hindus,948343,Muslims,66319,Sikhs,3110,495121,330676,164445,59.5,75.78,41.55,495121,14093,175161,145677,76951,64461,18778,127761,282325,537512,74055,436375,300615,135760,585278,1089,1089,1080,932,915,283,75,46.4,49.3,4.3
Rajasthan,"District Jhalawar (32), Rajasthan (08)",1180323,612804,567519,23.34,201489,6,926,934,12.02,Hindus,1087934,Muslims,78962,Others,11759,556592,369920,186672,57.32,73.31,40.02,556592,35215,218513,144230,77818,60857,19959,140357,304698,628776,106492,554781,399386,155395,625542,1477,1476,1474,1185,1173,282,61,46.9,50.5,2.6
Sikkim,District North,41030,23414,17616,31.32,10921,4,752,995,53.06,Buddhists,22603,Hindus,16128,Christians,1623,23572,15461,8111,67.21,75.69,55.39,23572,589,8674,5582,3788,4278,602,3916,10188,24387,2539,23542,17553,5989,17488,53,53,50,46,42,20,14,21.4,55.3,23.3
Sikkim,"District West (02), Sikkim (11)",123256,63912,59344,25.48,23244,5,929,965,19.33,Hindus,71886,Buddhists,33601,Others,9567,60628,35854,24774,58.8,66.82,50.11,60628,902,24670,17862,8690,7112,1365,13482,33890,68322,7562,53279,45407,7872,69977,121,121,121,115,107,60,33,28.9,50.6,20.5
Sikkim,"District South (03), Sikkim (11)",131525,68241,63284,33.37,25477,5,927,968,15.57,Hindus,84213,Buddhists,31109,Christians,12757,74614,42895,31719,67.31,74.29,59.72,74614,1521,30474,20311,10169,9841,2292,13838,34901,75000,7786,69693,57367,12326,61832,145,145,145,142,131,72,37,30.8,50.8,18.3
Sikkim,"District East (04), Sikkim (11)",245040,132917,112123,37.17,54581,4,844,950,18.5,Hindus,157321,Buddhists,64729,Christians,14502,159521,94850,64671,74.67,81.2,66.8,159521,4668,45303,40720,25189,33463,10089,21033,57659,153257,13091,116529,92577,23952,128511,131,131,128,125,112,69,50,48.4,40.1,11.4
Tamil Nadu,"District Thiruvallur (01), Tamil Nadu (33)",2754756,1397407,1357349,22.35,633033,4,971,957,1.37,Hindus,2476438,Christians,169719,Muslims,99408,1865707,1047763,817944,76.94,85.26,68.39,1865707,70150,246806,471224,361514,568109,147823,231935,516448,1795682,210691,1037097,850994,186103,1717659,620,619,619,617,554,243,154,65,10.2,24.8
Tamil Nadu,"District Chennai (02), Tamil Nadu (33)",4343645,2219539,2124106,9.76,962213,5,957,972,0.15,Hindus,3573356,Muslims,379206,Christians,331261,3336695,1799981,1536714,85.33,90.01,80.44,3336695,113528,332748,670347,570677,1108847,540339,299356,714994,2850178,479117,1488364,1380757,107607,2855281,NA,NA,NA,NA,NA,NA,NA,87.2,7.2,5.6
Tamil Nadu,"District Kancheepuram (03), Tamil Nadu (33)",2877468,1457242,1420226,18.84,653241,4,975,960,0.92,Hindus,2583590,Christians,170416,Muslims,113666,1952198,1088943,863255,76.85,84.73,68.79,1952198,213687,305858,517245,360999,435005,119364,236095,546963,1850102,244308,1144929,916295,228634,1732539,1035,1035,1035,1030,807,308,170,60.3,10.8,28.9
Tamil Nadu,"District Vellore (04), Tamil Nadu (33)",3477317,1741083,1736234,15.09,756365,5,997,942,1.81,Hindus,3016962,Muslims,350771,Christians,102477,2203552,1245076,958476,72.36,81.99,62.79,2203552,53477,389836,719830,445813,509488,85081,303706,715737,2145484,312390,1427180,1172645,254535,2050137,789,783,783,758,729,369,246,58.1,11.6,30.3
Tamil Nadu,"District Dharmapuri (05), Tamil Nadu (33)",2856300,1473597,1382703,16.66,638305,4,938,869,2.08,Hindus,2690698,Muslims,123469,Christians,39019,1516221,906943,609278,61.39,71.6,50.65,1516221,42162,322248,501096,244353,344470,61860,273367,620592,1733596,228745,1413250,1188366,224884,1443050,1067,1064,1064,1061,876,391,324,48.2,27.9,23.8
Tamil Nadu,"District Tiruvannamalai (06), Tamil Nadu (33)",2186125,1095859,1090266,6.8,489055,4,995,947,3.33,Hindus,2041854,Muslims,78506,Christians,55180,1297151,761403,535748,67.39,79.17,55.63,1297151,273676,219384,377565,202301,201644,22578,184509,447805,1339425,214386,1064783,829944,234839,1121342,1046,1037,1037,1031,948,378,214,49.2,11.4,39.4
Tamil Nadu,"District Viluppuram (07), Tamil Nadu (33)",2960373,1492442,1467931,6.83,635210,5,984,961,2.16,Hindus,2726949,Christians,115745,Muslims,110120,1650528,977374,673154,63.8,75.06,52.38,1650528,58864,338585,574962,304065,327322,46718,266073,620406,1807864,266030,1445177,1125229,319948,1515196,1430,1428,1428,1407,1313,477,314,37.3,9.2,53.4
Tamil Nadu,"District Salem (08), Tamil Nadu (33)",3016346,1563633,1452713,16.28,736562,4,929,850,3.45,Hindus,2883909,Muslims,77648,Christians,50450,1734442,1021772,712670,65.09,74.39,55.2,1734442,55021,310903,553461,288840,420270,105892,243789,563159,1926719,282679,1454645,1279846,174799,1561701,557,554,553,542,475,191,144,60.8,15.4,23.8
Tamil Nadu,District Namakkal,1493462,759551,733911,13.08,394378,4,966,889,3.44,Hindus,1451966,Muslims,26907,Christians,13137,903802,526412,377390,67.41,77.56,57,903802,47065,160791,280134,139098,222932,53738,105782,244481,968477,174722,842640,770940,71700,650822,371,371,368,367,334,130,125,61.4,16.8,21.7
Tamil Nadu,"District Erode (10), Tamil Nadu (33)",2581500,1309278,1272222,10.94,698405,4,972,939,0.69,Hindus,2443644,Muslims,77211,Christians,55414,1521955,887907,634048,65.36,75.32,55.15,1521955,73915,289684,506636,245916,336318,69460,174934,402116,1709153,295297,1434405,1317991,116414,1147095,434,434,434,434,405,195,132,63.6,22.7,13.7
Tamil Nadu,"District The Nilgiris (11), Tamil Nadu (33)",762141,378351,383790,7.69,182682,4,1014,979,3.72,Hindus,599047,Christians,87272,Muslims,72766,541099,296573,244526,80.01,88.54,71.64,541099,10115,84574,146567,99968,167087,32785,60427,138626,510190,52898,343385,310064,33321,418756,41,41,41,41,38,31,44,70.2,25.9,3.8
Tamil Nadu,"District Coimbatore (12), Tamil Nadu (33)",4271856,2176031,2095825,20.4,1095354,4,963,962,0.68,Hindus,3847969,Muslims,227734,Christians,185737,2945278,1648814,1296464,76.97,84.59,69.06,2945278,877837,388483,646369,379972,533674,118923,310882,671262,2851408,438304,1977612,1828629,148983,2294244,401,401,401,400,377,216,144,73.4,21.2,5.4
Tamil Nadu,"District Dindigul (13), Tamil Nadu (33)",1923014,968137,954877,8.99,465179,4,986,930,0.34,Hindus,1684808,Christians,145265,Muslims,89680,1181746,681698,500048,69.35,79.76,58.87,1181746,72513,216427,392140,219830,235152,45680,154855,350665,1229561,187933,973332,841893,131439,949682,337,337,337,337,322,194,109,58.6,24.1,17.3
Tamil Nadu,District Karur,935686,465538,470148,9.32,237716,4,1010,929,0.15,Hindus,883584,Muslims,37272,Christians,13863,566728,328103,238625,68.08,79.63,56.76,566728,19000,107892,183620,98317,129551,28348,73625,157812,606188,98061,496464,445450,51014,439222,175,175,175,175,173,104,67,61.1,17.6,21.2
Tamil Nadu,"District Tiruchirappalli (15), Tamil Nadu (33)",2418366,1208534,1209832,8.76,569487,4,1001,954,0.78,NA,2040968,NA,218033,NA,156345,1673478,926354,747124,77.9,86.55,69.31,1673478,42706,252645,465480,310766,471671,130165,192160,436087,1564062,226057,1064521,927788,136733,1353845,439,436,435,436,420,252,143,59.9,15.6,24.5
Tamil Nadu,District Perambalur,493646,246141,247505,7.97,121176,4,1006,936,0.67,Hindus,460058,Muslims,24778,Christians,8412,286197,167406,118791,66.07,77.89,54.43,286197,12020,57450,92945,51152,61172,11449,43517,96245,307795,46089,265707,222600,43107,227939,143,143,143,143,137,81,56,48.4,12.8,38.7
Tamil Nadu,District Ariyalur,695524,346763,348761,9.06,165569,4,1006,948,1.23,Hindus,650988,Christians,36261,Muslims,7638,388605,232385,156220,64.08,77.19,51.15,388605,15629,77585,126949,69827,83915,14700,64099,135306,431364,64755,345891,251606,94285,349633,188,187,187,187,187,119,78,36,12.5,51.4
Tamil Nadu,"District Cuddalore (18), Tamil Nadu (33)",2285395,1150908,1134487,7.43,511400,4,986,956,0.52,Hindus,2105292,Muslims,102508,Christians,73611,1420488,820726,599762,71.01,81.64,60.27,1420488,84550,231057,429640,265802,342720,66697,204146,450959,1442112,188178,973066,729764,243302,1312329,807,807,807,806,741,278,147,42.4,11,46.6
Tamil Nadu,District Nagapattinam,1488839,739074,749765,7.95,343613,4,1014,963,0.23,Hindus,1328144,Muslims,112753,Christians,45780,996580,548142,448438,76.34,84.89,67.96,996580,143622,157430,301142,183516,182133,28731,129910,289942,927225,141762,586734,468754,117980,902105,487,487,487,486,466,227,121,38.4,13.9,47.6
Tamil Nadu,"District Thiruvarur (20), Tamil Nadu (33)",1169474,580784,588690,5.92,275395,4,1014,970,0.23,Hindus,1052373,Muslims,83243,Christians,31621,788302,435421,352881,76.58,85.43,67.9,788302,58345,125555,257964,160095,164666,21672,99565,221177,747013,101719,491003,386956,104047,678471,541,541,541,540,500,197,106,37.2,13.4,49.4
Tamil Nadu,"District Thanjavur (21), Tamil Nadu (33)",2216138,1096638,1119500,7.38,501890,4,1021,959,0.16,Hindus,1925677,Muslims,163286,Christians,124945,1476256,814354,661902,75.45,84.47,66.7,1476256,376191,192810,366755,239997,251526,48964,185494,411848,1420923,197873,897123,750032,147091,1319015,785,777,777,777,690,303,149,44,15.6,40.4
Tamil Nadu,"District Pudukkottai (22), Tamil Nadu (33)",1459601,724300,735301,9.43,311567,5,1015,955,0.05,Hindus,1294101,Muslims,97723,Christians,66432,907376,520281,387095,71.12,82.55,59.97,907376,137241,160851,274368,150638,160456,23817,133540,281062,919007,125992,678289,530282,148007,781312,736,735,734,735,615,260,164,46.8,19.4,33.8
Tamil Nadu,"District Sivaganga (23), Tamil Nadu (33)",1155356,566947,588409,4.32,267888,4,1038,952,0.09,Hindus,1026580,Christians,67739,Muslims,59642,738000,414755,323245,72.18,83.14,61.74,738000,36875,114524,234589,150263,165137,36606,93911,216856,721268,123321,513502,408015,105487,641854,511,511,510,511,456,207,150,57.6,26.5,15.8
Tamil Nadu,"District Madurai (24), Tamil Nadu (33)",2578201,1303363,1274838,6.75,613475,4,978,925,0.23,Hindus,2351019,Muslims,137443,Christians,86352,1776654,991010,785644,77.82,86.17,69.35,1776654,353224,239962,461505,291362,347664,82913,208330,469338,1643056,257477,1088543,949545,138998,1489658,550,550,550,550,464,191,142,68.1,19.7,12.2
Tamil Nadu,District Theni,1093950,552986,540964,4.33,272033,4,978,890,0.15,Hindus,1011456,Muslims,48066,Christians,33830,692797,398150,294647,71.58,81.88,61.19,692797,204681,106682,167050,101583,96051,16747,88642,210185,688209,106914,520280,473708,46572,573670,81,79,78,81,78,64,61,61.9,25.9,12.2
Tamil Nadu,"District Virudhunagar (26), Tamil Nadu (33)",1751301,870376,880925,11.92,447889,4,1012,958,0.13,Hindus,1637939,Christians,68295,Muslims,43309,1136574,641062,495512,73.7,83.96,63.64,1136574,227942,195093,337849,163100,178755,33822,148593,328820,1109907,163981,881803,802521,79282,869498,501,484,484,484,440,161,140,66.8,24.6,8.6
Tamil Nadu,"District Ramanathapuram (27), Tamil Nadu (33)",1187604,583376,604228,5.73,266200,4,1036,963,0.09,Hindus,928090,Muslims,174079,Christians,84092,757344,421041,336303,72.96,83.01,63.36,757344,28176,146470,266602,141011,147902,27178,106318,242234,732834,106218,520573,433443,87130,667031,385,356,354,352,326,140,92,49.9,32,18.1
Tamil Nadu,"District Thoothukkudi (28), Tamil Nadu (33)",1572273,766823,805450,7.54,382260,4,1050,952,0.22,Hindus,1235498,Christians,262718,Muslims,72875,1131406,593868,537538,81.52,88.32,75.13,1131406,150539,188588,363353,195377,189290,44251,127967,303914,978661,161731,678811,588596,90215,893462,426,424,423,421,413,210,125,60.4,26.1,13.4
Tamil Nadu,District Tirunelveli,2723988,1333939,1390049,11.97,661944,4,1042,956,0.31,Hindus,2172815,Christians,296578,Muslims,252235,1829064,997278,831786,76.09,85.21,67.43,1829064,172218,328745,626456,324891,314809,61913,222302,519540,1711341,270805,1281117,1120752,160365,1442871,448,445,445,442,417,251,168,62.8,28.9,8.3
Tamil Nadu,"District Kanniyakumari (30), Tamil Nadu (33)",1676034,832269,843765,4.34,376499,4,1014,968,0.32,Hindus,859307,Christians,745406,Muslims,70360,1308322,668667,639655,87.55,90.37,84.79,1308322,159304,203021,338217,206633,332651,68484,130633,287833,1089659,167909,548056,454378,93678,1127978,69,69,69,67,61,55,65,49.4,35.4,15.2
Tripura,District West Tripura,1532982,785579,747403,18.29,321777,5,951,967,25.25,Hindus,1373556,Muslims,127017,Christians,29087,1035378,581523,453855,77.26,84.58,69.55,1035378,11270,299223,326328,212458,124022,61995,129668,361712,924952,116650,534348,436870,97478,998634,275,274,271,248,275,221,217,13.7,56.1,30.1
Tripura,District South Tripura,767440,394605,372835,6.1,164207,5,945,960,37.73,Hindus,660641,Buddhists,42957,Muslims,38999,459502,267091,192411,69.9,78.91,60.33,459502,7824,163268,144445,86398,38584,18952,74350,190002,445891,57197,303694,226467,77227,463746,269,269,269,246,264,190,167,4.6,45.3,50
Tripura,District Dhalai,307868,159095,148773,10.79,62085,5,935,964,54.03,Hindus,257834,Buddhists,28180,Christians,14848,158397,94528,63869,60.93,70.17,50.99,158397,2900,55253,52169,28224,15189,4660,31818,81419,173895,20736,126761,92570,34191,181107,148,148,147,108,138,69,52,3.4,23,73.5
Tripura,District North Tripura,590913,302946,287967,26.44,116265,5,951,969,25.47,Hindus,447279,Muslims,81843,Christians,34898,368822,207565,161257,72.99,79.99,65.6,368822,5818,130341,118853,61657,37898,14243,58624,147959,341559,42771,194758,156385,38373,396155,166,166,157,156,164,108,82,10.5,30.9,58.7
Uttar Pradesh,"District Saharanpur (01), Uttar Pradesh (09)",2896863,1553322,1343541,23.35,456015,6,865,871,0.02,Hindus,1723226,Muslims,1132919,Sikhs,20693,1444013,897576,546437,61.22,70.91,50,1444013,83149,386438,378461,244946,259613,89275,359185,813777,1520958,202943,817528,692341,125187,2079335,1264,1239,1238,1188,995,285,97,58.2,22.9,18.9
Uttar Pradesh,"District Muzaffarnagar (02), Uttar Pradesh (09)",3543362,1893832,1649530,24.61,529134,7,871,859,0,Hindus,2151009,Muslims,1349629,Sikhs,18998,1738529,1099632,638897,60.67,71.91,47.81,1738529,91426,452742,436539,322658,335119,99142,454634,1001500,1831324,255904,1173153,899536,273617,2370209,893,865,865,850,794,286,121,48.7,41.6,9.6
Uttar Pradesh,"District Bijnor (03), Uttar Pradesh (09)",3131619,1651908,1479711,27.16,482352,6,896,905,0.08,Hindus,1766391,Muslims,1306329,Sikhs,48725,1461119,913906,547213,58.08,68.78,46.1,1461119,69827,400328,391724,281969,239162,77545,410073,914349,1597062,210135,884481,708265,176216,2247138,2148,2049,2048,1871,1382,348,93,55.4,27.9,16.7
Uttar Pradesh,"District Moradabad (04), Uttar Pradesh (09)",3810983,2032302,1778681,26.45,573063,7,875,911,0.01,Hindus,2052014,Muslims,1735381,Christians,8832,1358935,893630,465305,44.75,54.91,33.01,1358935,66718,372713,324557,259962,242977,91876,513631,1143561,1926245,227546,1181996,993623,188373,2628987,1559,1519,1519,1134,1246,261,113,44.9,36.7,18.4
Uttar Pradesh,"District Rampur (05), Uttar Pradesh (09)",1923739,1023775,899964,27.98,288333,7,879,921,0.02,Muslims,945277,Hindus,905062,Sikhs,61717,591351,393597,197754,38.76,48.2,27.89,591351,49972,172387,142336,102778,90991,32679,262095,591811,958879,110954,544411,457175,87236,1379328,1092,1083,1083,916,838,154,43,46.2,31.2,22.7
Uttar Pradesh,"District Jyotiba Phule Nagar * (06), Uttar Pradesh (09)",1499068,795228,703840,29.72,227569,7,885,910,0,Hindus,897785,Muslims,590308,Sikhs,5578,592056,398603,193453,49.47,62.57,34.56,592056,18356,169030,160661,118818,97240,27853,201772,445373,755715,96208,478103,382742,95361,1020965,940,915,915,723,672,129,51,63.3,27,9.7
Uttar Pradesh,"District Meerut (07), Uttar Pradesh (09)",2997361,1601578,1395783,24.16,458106,7,872,856,0.01,Hindus,1964504,Muslims,975715,Sikhs,26434,1606469,992005,614464,64.79,75,53.12,1606469,36521,346517,366095,310234,387800,159151,342645,827678,1630384,196654,895856,737166,158690,2101505,622,611,611,606,555,246,96,65.4,28.9,5.7
Uttar Pradesh,"District BagHimachal Pradeshat * (08), Uttar Pradesh (09)",1163991,630077,533914,13,168753,7,847,850,0,Hindus,854718,Muslims,287871,Others,17929,615873,399716,216157,64.24,76.99,49.17,615873,17377,135812,136783,130501,159698,35506,136056,320255,609434,98246,380310,289862,90448,783681,290,283,283,277,262,111,90,51.1,45.7,3.2
Uttar Pradesh,"District Ghaziabad (09), Uttar Pradesh (09)",3290586,1769042,1521544,47.47,538009,6,860,854,0.01,Hindus,2461008,Muslims,782915,Sikhs,21017,1899735,1168462,731273,69.74,79.84,58.01,1899735,46842,378697,412224,362683,485991,212861,375160,900196,1817207,198023,938251,799884,138367,2352335,522,512,512,513,476,207,61,79.4,16.4,4.2
Uttar Pradesh,"District Gautam Buddha Nagar * (10), Uttar Pradesh (09)",1202030,652819,549211,35.7,204302,6,841,853,0.03,Hindus,1028937,Muslims,156415,Sikhs,6797,675669,434749,240920,68.69,81.26,53.7,675669,17445,142970,141557,130814,158673,84210,145921,326027,648789,81293,363814,308884,54930,838216,392,388,388,360,326,97,68,80.6,13,6.5
Uttar Pradesh,District Bulandshahar,2913122,1550326,1362796,22.22,456218,6,879,867,0.01,Hindus,2285976,Muslims,613660,Sikhs,4598,1408082,936195,471887,59.39,74.31,42.48,1408082,65687,338698,339719,295810,289415,78539,362750,825503,1492318,232551,1173805,786708,387097,1739317,1126,1119,1118,1054,989,264,157,71.8,19.9,8.3
Uttar Pradesh,"District Aligarh (12), Uttar Pradesh (09)",2992286,1607402,1384884,22.08,465488,6,862,885,0.01,Hindus,2438496,Muslims,531956,Sikhs,8145,1420604,938492,482112,58.48,71.71,43.03,1420604,53528,343151,320601,286958,314134,101715,370294,864640,1541877,215475,916298,697481,218817,2075988,1180,1176,1176,1093,1027,357,141,78.1,9.7,12.2
Uttar Pradesh,"District Hathras * (13), Uttar Pradesh (09)",1336031,718930,617101,18.32,208613,6,858,885,0.01,Hindus,1194514,Muslims,134851,Sikhs,2083,675483,445192,230291,62.49,76.28,46.31,675483,20925,168516,159226,137286,150874,38630,168230,385098,682047,100656,391970,295388,96582,944061,656,652,652,570,513,158,69,79.6,7.2,13.2
Uttar Pradesh,"District Mathura (14), Uttar Pradesh (09)",2074516,1127512,947004,26.95,317370,7,840,872,0.01,Hindus,1898399,Muslims,167628,Sikhs,3299,1025566,696398,329168,61.46,76.47,43.43,1025566,32537,260307,236973,195806,230782,69029,269064,596888,1058677,149887,770918,538167,232751,1303598,736,721,720,628,624,215,102,89.2,4.3,6.5
Uttar Pradesh,"District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,31.27,544463,7,846,865,0.02,Hindus,3244492,Muslims,323634,Others,18463,1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,903,898,898,714,817,225,79,85.5,4.5,9.9
Uttar Pradesh,"District Firozabad (16), Uttar Pradesh (09)",2052958,1108668,944290,33.44,308918,7,852,886,0.01,Hindus,1764268,Muslims,260414,Others,19237,1065525,680313,385212,64.48,75.89,50.95,1065525,25244,270443,265743,215628,229765,58570,264678,596453,1055924,135903,558941,455028,103913,1494017,795,790,788,675,662,203,78,74.2,9.8,16
Uttar Pradesh,"District Etah (17), Uttar Pradesh (09)",2790410,1509199,1281211,24.2,427839,7,849,891,0,Hindus,2434856,Muslims,319386,Buddhists,18815,1220398,820349,400049,54.63,67.52,39.26,1220398,44689,317447,309113,241463,247453,60202,362298,816610,1411894,199608,802418,659834,142584,1987992,1517,1502,1501,1014,1219,350,136,66,8.5,25.5
Uttar Pradesh,"District Mainpuri (18), Uttar Pradesh (09)",1596718,859934,736784,21.5,243022,7,857,892,0.04,Hindus,1485637,Muslims,84577,Buddhists,19078,842119,536794,305325,65.09,76.7,51.41,842119,18133,195669,208417,197763,184805,37230,197128,458173,823383,118034,439198,365115,74083,1157520,821,819,818,588,653,193,64,51.4,13.2,35.4
Uttar Pradesh,"District Budaun (19), Uttar Pradesh (09)",3069426,1666669,1402757,25.36,471156,7,842,889,0,Hindus,2402152,Muslims,654797,Buddhists,5022,924643,648501,276142,38.17,48.96,25.14,924643,35042,302281,229555,181719,136571,39150,428949,918976,1523612,197889,922100,768945,153155,2147326,1782,1768,1767,1040,1348,260,66,43.1,20.2,36.7
Uttar Pradesh,"District Bareilly (20), Uttar Pradesh (09)",3618589,1934119,1684470,26.96,554761,7,871,905,0.01,Hindus,2345325,Muslims,1226386,Sikhs,28971,1387124,914216,472908,47.84,58.73,35.22,1387124,61313,390960,318039,272576,242633,101026,474688,1069294,1862784,211823,1095081,862821,232260,2523508,1865,1855,1854,1301,1394,277,60,64.4,21.9,13.7
Uttar Pradesh,"District Pilibhit (21), Uttar Pradesh (09)",1645183,876368,768815,28.11,254070,6,877,939,0.11,Hindus,1173317,Muslims,390773,Sikhs,75479,657860,443104,214756,49.81,62.49,35.11,657860,29001,200415,176658,130982,94681,25895,212822,487217,841728,103416,461339,360300,101039,1183844,1216,1191,1188,806,860,174,24,50.9,25.7,23.3
Uttar Pradesh,"District Shahjahanpur (22), Uttar Pradesh (09)",2547855,1383408,1164447,28.28,400657,6,842,897,0,Hindus,2028913,Muslims,455049,Sikhs,54503,1004296,668242,336054,49.09,59.73,36.25,1004296,46254,301453,267891,195084,153057,40276,328097,741587,1315712,162459,729525,615499,114026,1818330,2157,2115,2114,1115,1422,305,63,40.9,15.8,43.3
Uttar Pradesh,"District Kheri (23), Uttar Pradesh (09)",3207232,1713908,1493324,32.28,509388,6,871,942,1.18,Hindus,2482852,Muslims,612638,Sikhs,84517,1244189,825048,419141,48.39,59.5,35.38,1244189,112257,373346,332730,224634,152601,48189,415269,915623,1648040,228300,1008552,838041,170511,2198680,1709,1685,1683,1173,1384,349,80,39.4,8.4,52.2
Uttar Pradesh,"District Sitapur (24), Uttar Pradesh (09)",3619661,1941374,1678287,26.58,596177,6,864,935,0.01,Hindus,2898247,Muslims,696126,Sikhs,11567,1404443,943222,461221,48.32,59.97,34.59,1404443,88028,435619,374428,264396,186665,54991,468408,1015093,1874639,261521,1125509,923925,201584,2494152,2321,2312,2312,1271,1747,473,88,31.7,6,62.2
Uttar Pradesh,"District Hardoi (25), Uttar Pradesh (09)",3398306,1842698,1555608,23.67,560319,6,844,914,0.01,Hindus,2930439,Muslims,445419,Buddhists,12353,1420161,964239,455922,51.88,64.39,36.77,1420161,43704,421372,403917,282722,214492,53650,434579,965262,1758832,239633,1097661,904115,193546,2300645,1901,1864,1864,865,1498,408,113,31.2,6.5,62.3
Uttar Pradesh,"District Unnao (26), Uttar Pradesh (09)",2700324,1422509,1277815,22.72,465061,6,898,922,0.04,Hindus,2397705,Muslims,296780,Sikhs,1944,1215090,778699,436391,54.64,66.28,41.59,1215090,39489,329946,331098,260419,200805,53066,307896,759225,1424313,208890,926335,685498,240837,1773989,1689,1675,1675,1000,1273,339,100,30.8,13.4,55.7
Uttar Pradesh,"District Lucknow (27), Uttar Pradesh (09)",3647834,1932317,1715517,33.25,644269,6,888,915,0.08,Hindus,2852721,Muslims,748687,Sikhs,23110,2129942,1250877,879065,68.71,75.98,60.47,2129942,61069,389674,407935,360060,538835,371574,358658,912521,2129721,246934,1086400,900181,186219,2561434,822,822,822,697,686,159,42,70.6,7.7,21.7
Uttar Pradesh,"District Rae Bareli (28), Uttar Pradesh (09)",2872335,1472230,1400105,23.66,499185,6,951,941,0.06,NA,2526010,NA,340129,NA,2901,1259547,810498,449049,53.79,67.61,39.3,1259547,50749,330304,335367,257191,227681,57701,347581,804719,1497090,222945,1023506,660527,362979,1848829,1733,1719,1719,1609,1270,301,111,34.2,8.3,57.6
Uttar Pradesh,"District Farrukhabad (29), Uttar Pradesh (09)",1570408,849800,720608,22.8,241422,7,848,897,0.06,Hindus,1326118,Muslims,232599,Buddhists,4983,780747,496475,284272,60.89,71.14,48.65,780747,29656,194876,194992,160631,159121,41417,187965,450386,822847,109210,462853,380901,81952,1107555,883,869,869,618,683,190,87,52.5,13.3,34.2
Uttar Pradesh,"District Kannauj * (30), Uttar Pradesh (09)",1388923,744170,644753,19.58,212647,7,866,911,0,Hindus,1164479,Muslims,219104,Buddhists,2234,698434,442446,255988,61.88,72.76,49.16,698434,18073,170818,175550,165586,138322,30008,169117,407387,716251,96168,457591,347072,110519,931332,693,686,685,459,572,159,82,41.7,14.5,43.8
